Index,title,Description,tag_list,Start Date,start Time,End Time,End Date,Durations,Online Event?,locations,website,ticket,img_src,Link to page
0,New York City Halloween Boat Party,"We are bringing our epic Miami Halloween Boat Party to NYC! This will be the biggest sexiest Halloween Boat Party for 2019. When you come onboard, prepare to party!!! Music by: DJ SNAP DJ PRINCE. Complimentary Light Buffet. 21 + with valid ID. Attire: costumes are mandatory.","['Party', 'Online']",01-Nov-21,05:00,09:00,NO,NO,YES,No location given,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t1.6435-9/s526x296/184399209_111282131126732_3654707130239796086_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=b386c4&_nc_ohc=Yf8SiD7eeygAX834ltf&_nc_ht=scontent.fdel11-1.fna&oh=06114b825ce4f8dd7ef07f0235e7c4d6&oe=61BED217,https://www.facebook.com/events/300285441763239/
0,Photoworkshop in New York City,NYC ARCHITECTURE - REFLECTION …und im nächsten Jahr können wir hoffentlich wieder unsere Photoworkshops in NYC aufnehmen Die ersten geplante Termine: 28. April -05. Mai und 05. - 12. Mai 2022 SEE YOU IN NEW YORK CITY!,"['Online', 'Class']",28-Apr-22,10:00,17:00,05-May-22,Yes,YES,No location given,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/p403x403/242842748_4583819481639497_2236167582116883528_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=b386c4&_nc_ohc=zQHAVb8_DmoAX-zdLRn&_nc_ht=scontent.fdel11-1.fna&oh=02e0ac987313c839d6b3ef74c6e144cf&oe=619F984E,https://www.facebook.com/events/558540738804628/
0,NEW FILM - Ghost Train: York to Beverley (Lost Railways),"A look at the long lost railway link between York & Beverley now and then! Featuring York, Earswick, Warthill, Holtby, Stamford Bridge, Pocklington, Nunburnholme, Londesborough, Market Weighton, Kiplingcotes, Cherry Burton and Beverley! ","['Film', 'Online']",21-Nov-21,10:00,NO,No,No,YES,No location,https://youtu.be/ldOCbn99h8k,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t39.30808-6/p526x296/259336891_4621225147993805_1017391902478705873_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=b386c4&_nc_ohc=W5gRddDnLvUAX-PrbzT&_nc_ht=scontent.fdel11-2.fna&oh=b369c7b8ede8419c9dd403002c342d96&oe=619FEF5B,https://www.facebook.com/events/242694181260822/
0,ABC's of New York NEW!!,Check this out!,"['Shopping', 'Online']",17-Nov-21,19:00,23:00,NO,NO,YES,No location,https://supplierjohn.testing.rezgo.com/details/231697/abcs-of-nyc,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t39.30808-6/p526x296/257920336_2680236965610962_7456225938887267641_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=b386c4&_nc_ohc=ZnjrU-hUp0IAX8925tu&_nc_ht=scontent.fdel11-2.fna&oh=02fb70906680833c5c260f771a1242f4&oe=619F888F,https://www.facebook.com/events/288029619884352/
0,New York State MWBE Certification Assistance,New York State Minority and Women Business Enterprise Certification Application Assistance,"['Networking', 'Online']",2 d,12:00,NO,No,No,No location given,No location given,No website link,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t39.30808-6/s526x296/239901151_2621878901442075_7857213313784584373_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=b386c4&_nc_ohc=FW61Zbx_Q5kAX9w8wGa&_nc_ht=scontent.fdel11-2.fna&oh=be56cce852d58664895079a7ad67c728&oe=619F9771,https://www.facebook.com/events/355318669470871/
0,Hein Looper über die Verbindung von der Stadt mit der letzten Bruecke vor New York mit dem Big Apple,"Hein Looper aus Bremen folgt mir und meinen live gestreamten Touren nun schon fuer einige Zeit. Und da Hein in Bremen, der Stadt mit der letzten Bruecke vor New York auch Gaeste durch die ""Strassen"" fuehrt, will ich Euch heute meinen Freund vorstellen!Viel Spass und mehr Infos findet Ihr hier: https://www.theater-interaktiwo.de/indexlooperneu.html","['Film', 'Online', 'Live video']",21-Nov-21,13:00,NO,No,No,Online with Facebook Live,Online with Facebook Live,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/s600x600/258776104_4658860127563421_2288867322975902025_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=b386c4&_nc_ohc=zaX5srfuu1oAX_soTqG&_nc_ht=scontent.fdel11-1.fna&oh=f5e8854cbbba93721c9bb17af7cd3a7e&oe=619F3D0E,https://www.facebook.com/events/238136421746434/
0,New York Liberty Run,"Wir bringen Menschen zusammen und geben das wahre Gefühl von Laufen und Freiheit zurück.New York ist eine legendäre Lauf-Stadt - Laufen ist Freiheit. Der New York Liberty Run im Zeichen der Freiheitsstatue verbindet beides. Lauf mit bei diesem ganz besonderen Event, mit Läufern aus aller Welt und erhalte die exklusive Medaille im Design der Freiheitsstatue!Melde Dich jetzt an, weil die Plätze bei diesem begehrten Lauf schnell vergeben sind!Zur Registrierung besuchen Sie bitte diesen link: https://virtualrunners.de/collections/oktober-dezember-2021/products/virtueller-lauf-marathon-mit-medaille-new-york-2021","['Sports', 'Online']",24-Oct-21,07:00,NO,No,No,YES,No location given,No website link,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t1.6435-9/p280x280/183833469_311596087193937_533071911768768017_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=b386c4&_nc_ohc=MXVIz2J-nHoAX_2tZzZ&_nc_ht=scontent.fdel11-2.fna&oh=ef7a3936d4c5de996de7a1bdad2684a3&oe=61BE8D89,https://www.facebook.com/events/517060189314335/
0,New York Basement,We mogen weer live spelen! Op zondag 10 oktober 2021 spelen we in de New York Basement. ,"['Music', 'Online']",10-Oct-21,13:00,17:00,NO,NO,YES,No location,https://hotelnewyork.nl/nybasement/live-music-lunch/,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/210998816_1070733736668503_3269715709070267764_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=b386c4&_nc_ohc=h4JA91v2TN0AX-Bi-Uk&_nc_ht=scontent.fdel11-1.fna&oh=56a9a4739051af774996b65847d12a7e&oe=619EB3C6,https://www.facebook.com/events/4540188339347728/
0,The New York Chill Sessions - Vol. 1,"Join DJs XenoCool and Damnit Judge as they bring the first volume of the New York Chill Sessions. We will be spinning chill music all night long with a live stream right to your living room. This an open format, back to back DJ event with music from all genres, DJs switching off every few songs. Multiple cameras around the house will allow you virtually hang with us, including the fish tank cam!If you would like to hang in person with us please PM me.The stream is free to watch on my twitch channel. www.twitch.tv/xeno_cool",['Online'],20-Nov-21,20:00,NO,No,No,YES,Online eventhttp://www.twitch.tv/xeno_cool,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/s526x296/257208816_10157986113271249_641043471988650847_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=b386c4&_nc_ohc=6J-fuo4BNA0AX_i93uc&_nc_ht=scontent.fdel11-1.fna&oh=3bb42ce9e5135522fe1c6e1d6e7d7608&oe=619F988B,https://www.facebook.com/events/356589592901267/
0,New York Liberty Virtual Run,"We bring people together and give back the true feeling of running and freedom.Running in New York is legendary- running is freedom. Take part in this very special event, with runners from all over the world, and receive the exclusive medal in the design of the Statue of Liberty!Sign up and join today and become part of the fastest growing runners movement worldwide.To sign up, please visit this link directly: https://virtualrunners.org/collections/october-december-2021/products/virtual-run-with-medal-new-york-2021","['Sports', 'Online']",24-Oct-21,07:00,NO,No,No,YES,No location given,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t1.6435-9/p280x280/186464443_197228895571968_6005172542661989585_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=b386c4&_nc_ohc=2b-PpP3LHsgAX_szJQZ&_nc_ht=scontent.fdel11-1.fna&oh=41bf85e6227176808f94e527ae2d2eb4&oe=61C1D221,https://www.facebook.com/events/306638821024703/
0,New York State LLC Formation Assistance Workshop,A DIY New York State LLC formation  assistance workshop for new or aspiring business owners. ,"['Networking', 'Online']",2 d,17:30,NO,No,No,No location given,No location given,No website link,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t39.30808-6/p526x296/239992588_2621876574775641_3037688802859048265_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=b386c4&_nc_ohc=UeuyPehlyXEAX8ixVyS&_nc_ht=scontent.fdel11-2.fna&oh=490ea183ebd02ab95ea800fd2e8d770c&oe=619FD9A5,https://www.facebook.com/events/1065602017579720/
0,TCS New York City Marathon 2020 / 2021 (NYC),Celebrate the 50th Anniversary of the New York City Marathon by running all 5 boroughs! ,"['Sports', 'Online']",07-Nov-21,08:03,12:00,NO,NO,YES,No location given,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t1.6435-9/s526x296/145806726_163878708688397_5566498202345857727_n.jpg?_nc_cat=101&ccb=1-5&_nc_sid=b386c4&_nc_ohc=GDEV25JIwjsAX97wGi2&_nc_ht=scontent.fdel11-1.fna&oh=42361399cc59b7489d914cc7fe8ebf9f&oe=61C1E29E,https://www.facebook.com/events/178199630722636/
0,Legacy New York New Jersey 2022,"Viernes 25 de marzo del 2022VIERNES 25:Evento: “Ascención”Horario: 5:00 p.m.- 9:00 p.m.Dirección: 138 39th St, Union City, NJ 07087Inversión: $30.00Reservaciones: (917) 870 0233 y al (862) 201-8017IMPARTIDOS POR:Alejandro C. AguirreEmpresario, Escritor & Conferencista Motivacional Autor de 38 libros de Autoayuda, Espiritualidad, Técnicas Para Hablar en Público, Ventas, Liderazgo, Infantiles, Espiritismo Científico, Salud Integral y PsicoeducaciónPANELISTAS:Erika Gabriela Rivera Autora, Escritora, Entrenadora de Vida, Empresaria y Conferencista  1.Deseo2.Determinación 3.Disciplina Lorena Mendoza Autora, Escritora y Contadora Publica • Cómo manejar los pensamientos negativos • Mejorar la autoestima • Aprendiendo a escuchar la voz interior  REGISTRARSE AQUÍ 👨‍💻👩🏻‍💻: También al📲: (917) 870 0233 y al (862) 201-8017","['Causes', 'Online']",25-Mar-22,15:00,18:00,NO,NO,YES,No location,https://py.pl/MZxfN,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t39.30808-6/p526x296/242942790_2660725007570523_7554850450444922316_n.jpg?_nc_cat=110&ccb=1-5&_nc_sid=b386c4&_nc_ohc=aVi2d9pGXToAX82cHbO&_nc_ht=scontent.fdel11-2.fna&oh=a11b5d4fc1620c91b86505eb60acc802&oe=619F04B3,https://www.facebook.com/events/330233955178949/
0,New York City Marathon 2022,"New York City Marathon 2022 Sun, Nov 6, 2022","['Sports', 'Online']",06-Nov-22,10:00,23:45,NO,NO,YES,No location given,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/p235x350/252346851_250779980411638_7704812349240829372_n.jpg?_nc_cat=104&ccb=1-5&_nc_sid=b386c4&_nc_ohc=ox5YPAanh9sAX_tW6i5&_nc_ht=scontent.fdel11-1.fna&oh=ca16f4811673723f143c3edd086a4b16&oe=619FFEDA,https://www.facebook.com/events/866182544082166/
0,New York City Marathon 2021,"The largest marathon in the world & one of the World Marathon Majors. Join 52,000+ runners through the 5 New York boroughs.Run alongside 52,000 others on a 26.2-mile running tour of the Big Apple.","['Sports', 'Online']",07-Nov-21,13:00,NO,No,No,YES,No location given,No website link,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t39.30808-6/s526x296/241630774_109358814819524_2699252383471424595_n.jpg?_nc_cat=111&ccb=1-5&_nc_sid=b386c4&_nc_ohc=OfFeWB9QK0gAX9dGfBr&_nc_ht=scontent.fdel11-2.fna&oh=bd27450f1d90f946e8c3a43d3852c5a1&oe=619F0EEC,https://www.facebook.com/events/1026105711552149/
0,EatUp! New York,"What started six years ago as a local festival has grown into #EatUpNY – a new one-hour special where hosts Chef Marcus Samuelsson and Bevy Smith take you to Harlem, Brooklyn and Newark to showcase Black restaurants and chefs who are making history and defining legacies with their culinary contributions to today’s food scene. Mark your calendars to tune in to @abc7ny on August 28th at 7pm!","['Causes', 'Online']",28-Aug-21,19:00,20:00,NO,NO,YES,No location given,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/p526x296/240252231_4360909990612840_1603182863588431636_n.jpg?_nc_cat=100&ccb=1-5&_nc_sid=b386c4&_nc_ohc=2amK36g2xIkAX_H3GNe&_nc_ht=scontent.fdel11-1.fna&oh=b1d083f705680f5a21ce0a1d4011e2fb&oe=61A0461B,https://www.facebook.com/events/4215833621869969/
0,New York Virtual Job Fair,"Are you looking for a job in New York, NY? If you are, then you need to register and attend this fantastic hiring event.Best Hire Career Fairs has partnered with Job Fair Pro to put together virtual job fairs & recruiting events. Our Virtual Job Fairs are just as beneficial as our Live in-person events. Job fairs are an excellent place to network and interview with hiring managers and decision-makers from multiple companies on the same day, increasing your chances of getting hired.Stop spending hours sending resumes and filling out applications online without getting a response. Register today and skip the line by speaking with a hiring recruiter, setting up interviews, or potentially hiring on the spot.  Sharpen up your resume and wear something nice, and bring your ""A"" game, so you stand out in the crowd.Register today at www.besthirecareerfairs.comEmployersIf you are an employer who is hiring and would like more information on how to register your company, please call (888)-899-8802 or send a message to info@besthire.us.","['Networking', 'Online', 'Job fair']",16-Dec-21,09:00,15:00,NO,NO,YES,No location,https://jobfairpro.com/events/event/new-york-virtual-job-fair-december-16-2021-861771636,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t1.6435-9/s526x296/158492117_4004833042915878_8241096614649012256_n.jpg?_nc_cat=101&ccb=1-5&_nc_sid=b386c4&_nc_ohc=FG4vy_aouVYAX87cYOi&_nc_ht=scontent.fdel11-1.fna&oh=92cf14907b440beb5e19a15df17f9893&oe=61C197A8,https://www.facebook.com/events/783938385574168/
0,New York Giants vs. Dallas Cowboys,New York Giants vs. Dallas Cowboys,"['Sports', 'Online']",20-Dec-21,00:00,03:00,NO,NO,YES,No location given,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/p526x296/251385574_114184917724270_4454788157662748634_n.jpg?_nc_cat=101&ccb=1-5&_nc_sid=b386c4&_nc_ohc=nVO3uDXjIVQAX-oo3ML&_nc_oc=AQn6kivdRck1EpnhCU1cGdZ1-zraecazzpwhxA6V4gfrm7ttERfq-jJiq9s16Ze07SF47G3UPuaSz275ktTex8Je&_nc_ht=scontent.fdel11-1.fna&oh=4023ce40d63a643f78b965aa0a0a7e8b&oe=619EE3CB,https://www.facebook.com/events/861255721160551/
0,New York City Council Speaker's Forum,"Join the NYWFP and its partners for a NYC Council Speaker's Forum. This will be an opportunity to ask speaker candidates about their policy priorities and commitment to co-governance.RSVP: https://www.mobilize.us/ny-wfp/event/423421/Co-Sponsors:Alliance for Quality Education, CAAAV Voice, CPR Action, CUFFH Action, Citizen Action of New York, Committee of Interns and Residents SEIU, Community Voices Heard Power, Jews For Racial & Economic Justice, Make the Road Action, Met Council Action, New York Communities for Change, New York Immigration Coalition, PSC CUNY, The Peoples’ Plan, UAW Region 9A, VOCAL-NY, NYC-DSA, Met Council Action, New York Taxi Workers Alliance","['Causes', 'Online']",15-Nov-21,19:00,20:30,NO,NO,YES,No location,https://www.mobilize.us/ny-wfp/event/423421/,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t39.30808-6/s526x296/253156533_3097404220383729_9049711171085357763_n.jpg?_nc_cat=105&ccb=1-5&_nc_sid=b386c4&_nc_ohc=QXyWlqXKmswAX8lt5qp&_nc_ht=scontent.fdel11-2.fna&oh=88b43b741a7a5992a82b4cef9a38b4ae&oe=619ED269,https://www.facebook.com/events/250963597071760/
0,New York Cares Gala,"Join us as we celebrate New York Cares and everyone working to bridge societal gaps—food access, isolation, and educational inequities. After seventeen extraordinary years, Gary Bagley is stepping down from his position as Executive Director. Our gala will pay tribute to Gary and his selfless commitment to the mission that we all love. As a champion of equity and inclusion, New York Cares will livestream our Gala rather than meet in-person. In doing so, all meals that would have been served at the gala will be donated to hundreds of families living in communities hit hardest by the pandemic—including Elmhurst, East New York, and the South Bronx. By supporting the gala, you support New Yorkers across the five boroughs and provide critical access to food.We look forward to our entire community celebrating together virtually on November 9. Register to watch by visiting: https://www.newyorkcares.org/events/new-york-cares-gala-2021","['Causes', 'Online']",09-Nov-21,18:04,NO,No,No,YES,No location,https://www.newyorkcares.org/events/new-york-cares-gala-2021,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/p526x296/248966512_10159477398302236_8343171738923733505_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=b386c4&_nc_ohc=7RlmuZWWyfcAX9ah2QV&_nc_ht=scontent.fdel11-1.fna&oh=5b9b01a728627f389c3a0de98ece74cd&oe=619F677F,https://www.facebook.com/events/613714113319129/
0,Chat with New York Times Best-selling Author AJ Jacobs,"A.J. Jacobs is an author, journalist, lecturer and human guinea pig. He has written multiple New York Times bestsellers that combine memoir, science, humor and a dash of self-help. During our conversation today, AJ shares a bit about his 2008 best-seller ""The Year of Living Biblically"" and shares some tips for aspiring writers. We even talk about some of his upcoming work too.Learn more about him at http://AJJacobs.com #AJJacobs #Religion #TheYearOfLivingBiblically","['Literature', 'Online', 'Live video']",23-Nov-21,12:00,NO,No,No,Online with Facebook Live,Online with Facebook Live,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/p526x296/258607349_310627087729616_4971397089739154287_n.jpg?_nc_cat=102&ccb=1-5&_nc_sid=b386c4&_nc_ohc=A59VPL0-2CEAX_nCMf-&_nc_ht=scontent.fdel11-1.fna&oh=3579d8e693a036224d8b92da5c591b21&oe=619E91A4,https://www.facebook.com/events/796608477725764/
0,Christmas in New York,join us for a day in New York for Christmas shopping.Trip include:*Round trip by coach bus with TV.* Stop for coffee and donuts.* Free bingo w/prizes* Free door prizes.Only $55.00ppto reserve seats call 7745262221 or contact any board member.,"['Shopping', 'Online']",11-Dec-21,17:00,NO,No,No,YES,No location given,No website link,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t39.30808-6/p526x296/248360779_100718365757125_2101257319725131884_n.jpg?_nc_cat=106&ccb=1-5&_nc_sid=b386c4&_nc_ohc=f3lyZCJARkMAX-UyFuZ&_nc_ht=scontent.fdel11-2.fna&oh=c30670f1b912734fdda1a1c5d7c8dda0&oe=619E991E,https://www.facebook.com/events/1092191674855222/
0,New York Hindu Community Event,"Please join this community parade to build unity, integrity that establish confidence & security in the community.",['Online'],12-Sep-21,17:00,NO,No,No,YES,No location given,No website link,No ticket info,https://scontent.fdel11-1.fna.fbcdn.net/v/t39.30808-6/p526x296/241786186_215417230640566_6893115187471060586_n.jpg?_nc_cat=101&ccb=1-5&_nc_sid=b386c4&_nc_ohc=yJnaOJRj7XkAX_SHQ66&_nc_ht=scontent.fdel11-1.fna&oh=daf6beb96bb8d45b5f1fa75b62050162&oe=619F2065,https://www.facebook.com/events/267789968523765/
0,Christmas in New York City,"CANCELED----Enjoy a wonderful holiday experience of exploring NYC on your own with the sights, sounds, smells, tastes and lights of the season.   The price per person is $105 that includes the Motorcoach transportation, escort and driver Gratuity.  7am depart from Gabriel Brother Plaza -Greensprings Drive, York Pa 1740211am- approximate arrival in NYC7pm - Depart NYC11:00 approximate return to York,PAContact Krouse Travel at 717-244-6410 to join the fun!  Payment reserves your seat(s).  Non-refundableCash and Check accepted.","['Shopping', 'Online']",11-Dec-21,07:00,NO,No,No,YES,No location given,No website link,No ticket info,https://scontent.fdel11-2.fna.fbcdn.net/v/t39.30808-6/s526x296/241690273_10157892994101607_1756135135020337201_n.jpg?_nc_cat=107&ccb=1-5&_nc_sid=b386c4&_nc_ohc=_z1iCkEj7NwAX8p-2ge&_nc_ht=scontent.fdel11-2.fna&oh=221497ffbdc79b12bcc1bfa3299f3838&oe=61A041C8,https://www.facebook.com/events/210751894447116/
